district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,1950000000.0,27.0,120.0,3.0,3.0,3.0,1.0,,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,2300000000.0,30.0,135.0,3.0,3.0,3.0,1.0,,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,4800000000.0,73.0,189.0,3.0,3.0,3.0,2.0,,SHM,,Full Furnished,2023.0
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,4750000000.0,73.0,189.0,3.0,3.0,3.0,2.0,,SHM,5500.0,Full Furnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,4700000000.0,73.0,189.0,3.0,3.0,3.0,2.0,,SHM,5500.0,Full Furnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,9200000000.0,166.0,224.0,3.0,3.0,3.0,2.0,1.0,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,8720000000.0,152.0,221.0,3.0,3.0,3.0,2.0,1.0,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,7261000000.0,118.0,205.0,3.0,3.0,3.0,2.0,1.0,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,7421000000.0,120.0,211.0,3.0,3.0,3.0,2.0,1.0,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,7799000000.0,126.0,222.0,3.0,3.0,3.0,2.0,1.0,SHM,,Unfurnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,9268000000.0,166.0,224.0,3.0,3.0,3.0,2.0,1.0,SHM,,Unfurnished,
Duren Tiga,Pancoran,-6.2553397,106.8325872,19/05/2024,2277000000.0,51.0,108.0,3.0,3.0,3.0,1.0,,SHM,,Unfurnished,
Duren Tiga,Pancoran,-6.2553397,106.8325872,19/05/2024,2928000000.0,65.0,108.0,3.0,4.0,4.0,1.0,,SHM,,Unfurnished,
Duren Tiga,Pancoran,-6.2553397,106.8325872,19/05/2024,2415600000.0,51.0,108.0,3.0,3.0,3.0,1.0,,SHM,,Unfurnished,
Duren Tiga,Pancoran,-6.2553397,106.8325872,19/05/2024,2806000000.0,61.0,108.0,3.0,4.0,4.0,1.0,,SHM,,Unfurnished,
Kalibata,Pancoran,-6.264140599999999,106.8370122,19/05/2024,12000000000.0,513.0,1000.0,2.0,10.0,10.0,4.0,,SHM,,Unfurnished,
Matraman,Jakarta Timur,-6.2018754,106.8688565,19/05/2024,700000000.0,30.0,40.0,2.0,2.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Jakarta Garden City,Cakung,-6.1784595,106.953508,19/05/2024,6500000000.0,170.0,218.0,,4.0,4.0,2.0,1.0,PPJB,3500.0,Unfurnished,
Bendungan Hilir,Tanah Abang,-6.2088902,106.8075136,19/05/2024,6500000000.0,126.0,180.0,3.0,4.0,3.0,1.0,1.0,SHM,3300.0,,
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,19/05/2024,1800000000.0,68.0,100.0,2.0,3.0,2.0,1.0,,SHM,,Unfurnished,2024.0
Pondok Bambu,Cipayung,-6.2325788,106.9033981,19/05/2024,6500000000.0,320.0,441.0,3.0,4.0,3.0,5.0,2.0,SHM,3200.0,Full Furnished,2015.0
Makasar,Jakarta Timur,-6.2652116,106.8758468,19/05/2024,2500000000.0,193.0,150.0,1.0,3.0,2.0,,3.0,SHM,,Unfurnished,1982.0
Senen,Jakarta Pusat,-6.195351899999999,106.8498184,20/05/2024,2000000000.0,139.0,100.0,,4.0,1.0,1.0,,SHM,,Unfurnished,
condet,Kramat Jati,-6.2823949,106.855227,19/05/2024,1600000000.0,75.0,160.0,3.0,4.0,3.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,19/05/2024,3000000000.0,120.0,224.0,3.0,3.0,2.0,1.0,1.0,SHM,2300.0,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,19/05/2024,2600000000.0,107.0,160.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2022.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,19/05/2024,1100000000.0,98.0,98.0,,2.0,2.0,,,SHM,1300.0,Unfurnished,2009.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,19/05/2024,3500000000.0,135.0,156.0,2.0,4.0,3.0,,,SHM,4400.0,Full Furnished,
Jatinegara Indah,Duren Sawit,-6.2015396,106.9226242,19/05/2024,2750000000.0,110.0,230.0,2.0,5.0,5.0,2.0,,SHM,5500.0,Full Furnished,
Tanjung Duren,Kebon Jeruk,-6.1803589,106.7837213,19/05/2024,2000000000.0,90.0,180.0,2.0,3.0,3.0,,,SHM,5500.0,Full Furnished,
Senen,Jakarta Pusat,-6.195351899999999,106.8498184,19/05/2024,200000000.0,60.0,30.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,19/05/2024,1800000000.0,114.0,200.0,1.0,4.0,3.0,1.0,,SHM,,Unfurnished,
Rawamangun,Pulo Gadung,-6.1976024,106.879792,19/05/2024,2900000000.0,135.0,99.0,1.0,3.0,2.0,1.0,,SHM,2199.0,Unfurnished,1980.0
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,19/05/2024,2300000000.0,90.0,92.0,2.0,3.0,3.0,1.0,,HGB,3500.0,Unfurnished,
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,19/05/2024,2300000000.0,90.0,92.0,2.0,3.0,3.0,,,HGB,350.0,Unfurnished,
Pasar Rebo,Jakarta Timur,-6.326564899999999,106.8559596,19/05/2024,2300000000.0,90.0,92.0,,3.0,3.0,1.0,,HGB,3500.0,Unfurnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,19/05/2024,2025099567.0,60.0,103.0,3.0,3.0,3.0,,,SHM,,Full Furnished,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,19/05/2024,2420000000.0,90.0,120.0,1.0,4.0,3.0,,,SHM,3500.0,Full Furnished,
Senen,Jakarta Pusat,-6.195351899999999,106.8498184,19/05/2024,2700000000.0,216.0,316.0,1.0,4.0,2.0,,,SHM,3500.0,Full Furnished,
Pancoran,Jakarta Selatan,-6.2554837,106.8429756,19/05/2024,5700000000.0,107.0,189.0,3.0,3.0,2.0,,2.0,SHM,5500.0,Full Furnished,2023.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,19/05/2024,98000000000.0,968.0,800.0,2.0,8.0,4.0,10.0,4.0,SHM,,Semi Furnished,
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,19/05/2024,10000000000.0,450.0,600.0,1.0,3.0,2.0,,1.0,SHM,5498.0,Unfurnished,2018.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,19/05/2024,950000000.0,100.0,100.0,,3.0,1.0,1.0,1.0,SHM,1300.0,,
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,19/05/2024,750000000.0,100.0,50.0,1.0,2.0,2.0,,,SHM,1267.0,Unfurnished,2021.0
Kemanggisan,Palmerah,-6.190262199999999,106.791291,19/05/2024,4500000000.0,254.0,200.0,1.0,4.0,3.0,,2.0,SHM,2200.0,Semi Furnished,2003.0
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,19/05/2024,7500000000.0,155.0,465.0,3.0,3.0,4.0,2.0,,SHM,3300.0,Unfurnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,19/05/2024,2300000000.0,104.0,180.0,2.0,4.0,4.0,1.0,1.0,SHM,3500.0,Semi Furnished,2022.0
Johar Baru,Jakarta Pusat,-6.1830538,106.8561884,19/05/2024,3500000000.0,240.0,240.0,2.0,3.0,2.0,2.0,2.0,SHM,2200.0,Unfurnished,2010.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,19/05/2024,1490000000.0,250.0,200.0,1.0,3.0,3.0,2.0,1.0,SHM,4000.0,Unfurnished,2010.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,19/05/2024,850000000.0,100.0,45.0,1.0,2.0,1.0,,,AJB,900.0,Unfurnished,2023.0
Mangga Besar,Taman Sari,-6.145353000000001,106.8185752,19/05/2024,2100000000.0,120.0,150.0,,4.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,19/05/2024,1500000000.0,105.0,55.0,,2.0,2.0,,,SHM,,,
Ulujami,Pesanggrahan,-6.240989799999999,106.763273,19/05/2024,6500000000.0,402.0,293.0,2.0,7.0,4.0,3.0,3.0,SHM,5500.0,Semi Furnished,
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,19/05/2024,1500000000.0,105.0,88.0,,2.0,2.0,1.0,,SHM,2200.0,,
Halim Perdana Kusuma,Duren Sawit,-6.246114200000001,106.8864928,19/05/2024,750000000.0,74.0,125.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Unfurnished,2024.0
Menteng,Jakarta Pusat,-6.1937297,106.8392111,19/05/2024,100000000000.0,879.0,1000.0,2.0,5.0,5.0,6.0,4.0,SHM,,Unfurnished,2024.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,19/05/2024,11000000000.0,473.0,500.0,2.0,4.0,4.0,3.0,1.0,SHM,10000.0,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,19/05/2024,3700000000.0,174.0,250.0,2.0,4.0,4.0,2.0,2.0,SHM,,Semi Furnished,2022.0
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,19/05/2024,7500000000.0,230.0,380.0,2.0,4.0,4.0,2.0,2.0,SHM,5500.0,Unfurnished,2024.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,19/05/2024,72000000000.0,850.0,1000.0,2.0,4.0,5.0,6.0,2.0,SHM,66000.0,Unfurnished,2024.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,19/05/2024,1700000000.0,135.0,235.0,2.0,5.0,4.0,,1.0,SHM,1300.0,Unfurnished,2010.0
Kalibata,Pancoran,-6.264140599999999,106.8370122,12/05/2024,3200000000.0,70.0,115.0,3.0,3.0,3.0,2.0,,,,Unfurnished,
Kalibata,Pancoran,-6.264140599999999,106.8370122,12/05/2024,3400000000.0,75.0,115.0,3.0,3.0,3.0,2.0,,,,Unfurnished,
Kalibata,Pancoran,-6.264140599999999,106.8370122,12/05/2024,3700000000.0,81.0,191.0,3.0,3.0,3.0,2.0,,,,Unfurnished,
Kalibata,Pancoran,-6.264140599999999,106.8370122,12/05/2024,4000000000.0,87.0,207.0,3.0,3.0,3.0,2.0,,SHM,,Unfurnished,
Kalibata,Pancoran,-6.264140599999999,106.8370122,12/05/2024,3800000000.0,83.0,195.0,3.0,3.0,3.0,2.0,,,,Unfurnished,
Mampang Mainson,Mampang Prapatan,-6.257086999999999,106.8354712,12/05/2024,8000000000.0,521.0,400.0,2.0,8.0,6.0,1.0,1.0,SHM,6600.0,,
Senen,Jakarta Pusat,-6.195351899999999,106.8498184,12/05/2024,17500000000.0,595.0,400.0,1.0,7.0,3.0,1.0,3.0,HGB,3500.0,Unfurnished,2016.0
Kemayoran,Jakarta Pusat,-6.1594869,106.8541776,12/05/2024,6700000000.0,230.0,450.0,4.0,5.0,4.0,4.0,,SHM,7700.0,Semi Furnished,2014.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,12/05/2024,3600000000.0,101.0,240.0,3.0,5.0,4.0,2.0,2.0,SHM,2200.0,Semi Furnished,2024.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,12/05/2024,3500000000.0,101.0,240.0,3.0,5.0,4.0,2.0,2.0,SHM,2200.0,Semi Furnished,2024.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,12/05/2024,3400000000.0,99.0,240.0,3.0,5.0,4.0,2.0,2.0,SHM,2200.0,Semi Furnished,2024.0
Matraman,Jakarta Timur,-6.2018754,106.8688565,12/05/2024,2200000000.0,71.0,180.0,3.0,6.0,5.0,1.0,,SHM,,Unfurnished,2024.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,12/05/2024,1900000000.0,91.0,100.0,2.0,3.0,3.0,,1.0,SHM,,Unfurnished,2024.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,12/05/2024,1400000000.0,55.0,100.0,2.0,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,12/05/2024,3100000000.0,105.0,108.0,3.0,3.0,2.0,2.0,2.0,SHM,2200.0,Unfurnished,2023.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,12/05/2024,2800000000.0,199.0,197.0,1.0,6.0,6.0,1.0,1.0,SHM,2200.0,Semi Furnished,2022.0
Jakarta Garden City,Cakung,-6.1784595,106.953508,12/05/2024,2400000.0,111.0,169.0,1.0,5.0,3.0,,,,7700.0,Semi Furnished,
Jatinegara,Jakarta Timur,-6.2284425,106.8851503,12/05/2024,850000000.0,30.0,55.0,2.0,2.0,2.0,1.0,,SHM,,Unfurnished,2024.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,12/05/2024,750000000.0,50.0,100.0,2.0,3.0,2.0,1.0,,SHM,,Unfurnished,2024.0
Kembangan,Jakarta Barat,-6.1987086,106.741926,12/05/2024,2907588963.0,60.0,130.0,3.0,3.0,3.0,,,SHM,,Full Furnished,
Johar Baru,Jakarta Pusat,-6.1830538,106.8561884,12/05/2024,1250000000.0,75.0,200.0,,3.0,2.0,1.0,1.0,SHM,2199.0,Semi Furnished,1990.0
Lebak Bulus,Kebayoran Lama,-6.3031123,106.7794935,12/05/2024,10000000000.0,570.0,250.0,,10.0,10.0,4.0,,SHM,4400.0,Semi Furnished,
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,12/05/2024,3250000000.0,125.0,150.0,2.0,3.0,2.0,1.0,1.0,SHM,2500.0,Unfurnished,2019.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,12/05/2024,4600000000.0,195.0,200.0,1.0,4.0,3.0,2.0,,SHM,,Unfurnished,
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,12/05/2024,7500000000.0,360.0,325.0,1.0,3.0,2.0,4.0,4.0,SHM,3500.0,Semi Furnished,1990.0
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,12/05/2024,5250000000.0,278.0,400.0,2.0,5.0,2.0,1.0,1.0,SHM,5500.0,Unfurnished,2020.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/05/2024,7500000000.0,500.0,250.0,1.0,6.0,3.0,1.0,1.0,SHM,3500.0,Unfurnished,2012.0
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,12/05/2024,6200000000.0,266.0,469.0,2.0,8.0,6.0,2.0,2.0,SHM,2198.0,Semi Furnished,2000.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,12/05/2024,3200000000.0,203.0,300.0,2.0,5.0,3.0,1.0,1.0,SHM,3498.0,Semi Furnished,2018.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,12/05/2024,3000000000.0,200.0,150.0,,3.0,2.0,2.0,1.0,SHM,3500.0,Unfurnished,1995.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/05/2024,9900000000.0,500.0,305.0,2.0,4.0,4.0,3.0,,SHM,,,
Gudang Peluru,Tebet,-6.22891,106.8622777,12/05/2024,11100000000.0,315.0,380.0,2.0,4.0,4.0,2.0,2.0,SHM,7700.0,Semi Furnished,2024.0
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,12/05/2024,2500000000.0,58.0,120.0,3.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/05/2024,7000000000.0,270.0,200.0,1.0,5.0,2.0,3.0,,SHM,4400.0,Unfurnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,12/05/2024,2099658743.0,60.0,95.0,,4.0,3.0,1.0,,AJB,,Full Furnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,12/05/2024,2000000000.0,60.0,110.0,2.0,3.0,3.0,,,SHM,,Full Furnished,
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,12/05/2024,9250000000.0,600.0,596.0,1.0,10.0,10.0,5.0,,SHM,1300.0,Unfurnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,12/05/2024,8000000000.0,320.0,320.0,,4.0,4.0,1.0,1.0,SHM,5500.0,Unfurnished,2002.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,12/05/2024,7500000000.0,500.0,250.0,1.0,6.0,3.0,1.0,1.0,SHM,3500.0,Semi Furnished,2002.0
cipete,Cilandak,-6.2716448,106.8030892,12/05/2024,6500000000.0,272.0,400.0,2.0,5.0,3.0,1.0,1.0,SHM,5500.0,Unfurnished,2002.0
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,12/05/2024,1000000000.0,55.0,81.0,2.0,2.0,2.0,,,SHM,,,
Menteng,Jakarta Pusat,-6.1937297,106.8392111,12/05/2024,108000000000.0,947.0,850.0,,10.0,6.0,4.0,2.0,HGB,41500.0,Unfurnished,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,12/05/2024,2100000000.0,120.0,132.0,1.0,3.0,2.0,,,Lain-lain,2200.0,,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,12/05/2024,1190000000.0,124.0,89.0,2.0,3.0,2.0,,1.0,PPJB,2200.0,Unfurnished,2014.0
meruya,Kembangan,-6.1970854,106.7382072,12/05/2024,2940000000.0,280.0,249.0,1.0,4.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,
Bambu Apus,Ciracas,-6.3092491,106.9033981,11/05/2024,799000000.0,75.0,50.0,1.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,11/05/2024,987000000.0,47.0,60.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,11/05/2024,972500000.0,25.0,73.0,3.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Kramat,Senen,-6.184002899999999,106.8466001,05/05/2024,2200000000.0,200.0,204.0,2.0,,,,,SHM,,Unfurnished,
Citra Garden City,Cengkareng,-6.1390604,106.7305335,05/05/2024,12800000000.0,165.0,336.0,3.0,4.0,4.0,2.0,2.0,SHM,,Unfurnished,
Menteng,Jakarta Pusat,-6.1937297,106.8392111,05/05/2024,36000000000.0,623.0,308.0,1.0,3.0,3.0,4.0,,SHM,4400.0,Unfurnished,
Menteng,Jakarta Pusat,-6.1937297,106.8392111,05/05/2024,350000000000.0,2629.0,1725.0,2.0,10.0,10.0,8.0,,SHM,,Semi Furnished,
kemang,Tebet,-6.2228458,106.842614,05/05/2024,780000000.0,60.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Menteng,Jakarta Pusat,-6.1937297,106.8392111,05/05/2024,108000000000.0,947.0,1200.0,2.0,10.0,6.0,4.0,2.0,HGB,41500.0,Unfurnished,2018.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,2500000000.0,84.0,79.0,2.0,3.0,3.0,,,SHM,2200.0,Full Furnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,05/05/2024,2000000000.0,144.0,300.0,,4.0,2.0,2.0,,AJB,2200.0,Unfurnished,2012.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,3300000000.0,153.0,170.0,2.0,5.0,3.0,,,PPJB,3500.0,Full Furnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,05/05/2024,1300000000.0,45.0,56.0,,2.0,2.0,,1.0,HGB,3300.0,Unfurnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,05/05/2024,2099678543.0,60.0,95.0,2.0,4.0,3.0,,,SHM,,Full Furnished,
Metland Menteng,Cakung,-6.1811672,106.9672491,05/05/2024,1800000000.0,90.0,130.0,1.0,4.0,3.0,1.0,,SHM,3300.0,Unfurnished,2022.0
Pluit,Penjaringan,-6.113894200000001,106.7853922,05/05/2024,2200000000.0,90.0,82.0,1.0,2.0,2.0,,,,,,
Kembangan,Jakarta Barat,-6.1987086,106.741926,05/05/2024,2000000000.0,60.0,110.0,2.0,3.0,3.0,,,SHM,,Full Furnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,2200000000.0,90.0,95.0,2.0,3.0,2.0,,1.0,SHM,1300.0,Unfurnished,2013.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,3200000000.0,98.0,115.0,,4.0,5.0,,,PPJB,3500.0,Unfurnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,05/05/2024,2250000000.0,108.0,210.0,2.0,2.0,2.0,,,SHM,,,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,4000000000.0,126.0,146.0,,5.0,5.0,,,PPJB,3500.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,2700000000.0,200.0,248.0,,6.0,4.0,1.0,1.0,SHM,2199.0,Unfurnished,
Pengadegan,Pancoran,-6.2482256,106.8547133,05/05/2024,8500000000.0,840.0,400.0,1.0,3.0,2.0,3.0,1.0,SHM,41000.0,Unfurnished,2000.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,05/05/2024,3150000000.0,99.0,225.0,3.0,4.0,2.0,,,SHM,4400.0,,
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,05/05/2024,1500000000.0,200.0,58.0,2.0,5.0,2.0,1.0,,SHM,2600.0,Unfurnished,1996.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,05/05/2024,20000000000.0,298.0,404.0,2.0,4.0,4.0,2.0,2.0,SHM,,Semi Furnished,
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,05/05/2024,15000000000.0,971.0,300.0,1.0,5.0,5.0,,6.0,SHM,5500.0,Unfurnished,2010.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,05/05/2024,5500000000.0,150.0,275.0,2.0,3.0,3.0,,,SHM,6600.0,,
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,05/05/2024,2059000000.0,185.0,150.0,1.0,3.0,2.0,1.0,,HGB,2200.0,Unfurnished,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,05/05/2024,1900000000.0,48.0,64.0,2.0,2.0,2.0,,,SHM,2200.0,,
Pluit,Penjaringan,-6.113894200000001,106.7853922,05/05/2024,4600000000.0,167.0,167.0,1.0,4.0,3.0,,,SHM,3500.0,,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,05/05/2024,2200000000.0,90.0,95.0,2.0,3.0,2.0,1.0,1.0,SHM,1300.0,Unfurnished,2013.0
Metland Menteng,Cakung,-6.1811672,106.9672491,05/05/2024,1800000000.0,90.0,130.0,1.0,4.0,3.0,1.0,,SHM,3300.0,Unfurnished,2018.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,05/05/2024,3750000000.0,160.0,150.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,05/05/2024,5500000000.0,225.0,302.0,2.0,4.0,2.0,,,,,,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,05/05/2024,5100000000.0,156.0,400.0,3.0,5.0,4.0,2.0,2.0,SHM,5500.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,05/05/2024,5600000000.0,162.0,480.0,3.0,4.0,5.0,,,SHM,16500.0,Unfurnished,
Jakarta Garden City,Cakung,-6.1784595,106.953508,05/05/2024,4000000000.0,126.0,144.0,,5.0,5.0,,,PPJB,3498.0,Unfurnished,
Jakarta Garden City,Cakung,-6.1784595,106.953508,05/05/2024,3200000000.0,98.0,114.0,3.0,4.0,5.0,,,PPJB,3499.0,,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,05/05/2024,3600000000.0,160.0,350.0,2.0,3.0,2.0,,,HGB,,,
Taman Palem Lestari,Cengkareng,-6.136822,106.7279156,05/05/2024,2200000000.0,120.0,148.0,2.0,5.0,2.0,2.0,2.0,SHM,3300.0,Semi Furnished,2010.0
Taman Harapan Indah,Grogol Petamburan,-6.1438627,106.7877459,05/05/2024,3800000000.0,140.0,210.0,2.0,4.0,3.0,2.0,2.0,SHM,3500.0,Unfurnished,2020.0
Taman Harapan Indah,Grogol Petamburan,-6.1438627,106.7877459,05/05/2024,3800000000.0,231.0,338.0,2.0,3.0,3.0,2.0,2.0,SHM,3500.0,Unfurnished,1990.0
Villa Delima,Cilandak,-6.3087463,106.7783979,05/05/2024,9985000000.0,500.0,305.0,2.0,4.0,4.0,3.0,1.0,SHM,16500.0,Semi Furnished,
Cipayung,Jakarta Timur,-6.3153539,106.8928693,04/05/2024,900000000.0,100.0,96.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2023.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,28/04/2024,1800000000.0,117.0,110.0,2.0,4.0,2.0,,1.0,SHM,1300.0,Unfurnished,1990.0
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,28/04/2024,12000000000.0,320.0,283.0,2.0,4.0,3.0,5.0,2.0,SHM,,Semi Furnished,
Jatinegara,Jakarta Timur,-6.2284425,106.8851503,28/04/2024,850000000.0,30.0,55.0,2.0,2.0,2.0,1.0,,SHM,,Unfurnished,2024.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,28/04/2024,6000000000.0,300.0,500.0,2.0,5.0,4.0,2.0,2.0,SHM,,Unfurnished,
Matraman,Jakarta Timur,-6.2018754,106.8688565,28/04/2024,2200000000.0,71.0,180.0,3.0,6.0,5.0,,2.0,SHM,,Unfurnished,2024.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,28/04/2024,1400000000.0,55.0,100.0,2.0,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,28/04/2024,1800000000.0,68.0,100.0,2.0,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,28/04/2024,40000000000.0,350.0,900.0,3.0,4.0,5.0,2.0,6.0,SHM,9999999.0,,2023.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,28/04/2024,36000000000.0,740.0,571.0,2.0,5.0,6.0,,8.0,HGB,,,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,28/04/2024,3500000000.0,102.0,160.0,2.0,4.0,2.0,,1.0,SHM,2200.0,Unfurnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,28/04/2024,2099758341.0,60.0,95.0,2.0,4.0,3.0,,,SHM,,Full Furnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,28/04/2024,2000000000.0,60.0,110.0,2.0,3.0,3.0,,,SHM,,Full Furnished,
